epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,7276.01,0.97231,0.50809,0.99384,0.88296,0.84511,0.89767,0.60581,1.25502,0.61381,1.16449,0.000627292,0.000627292,0.000627292
128,7333.32,1.00472,0.52487,0.99168,0.88174,0.84548,0.89882,0.61856,1.22463,0.62429,1.14803,0.00061904,0.00061904,0.00061904
129,7390.6,0.97814,0.51516,0.99029,0.8687,0.85078,0.89952,0.61556,1.22961,0.62572,1.15072,0.000610789,0.000610789,0.000610789
130,7447.86,0.97761,0.51093,0.99007,0.85695,0.85021,0.89047,0.60477,1.25752,0.6438,1.1697,0.000602537,0.000602537,0.000602537
131,7505.09,0.93675,0.49281,0.98538,0.87056,0.86275,0.90219,0.62267,1.21206,0.59897,1.15,0.000594286,0.000594286,0.000594286
132,7562.39,0.91203,0.47833,0.97054,0.88954,0.84192,0.90058,0.62107,1.22801,0.61,1.15222,0.000586034,0.000586034,0.000586034
133,7619.63,0.94034,0.49745,0.97625,0.88628,0.839,0.89903,0.61394,1.21879,0.60329,1.15227,0.000577782,0.000577782,0.000577782
134,7676.87,0.94578,0.50525,0.97833,0.87017,0.8373,0.89811,0.61229,1.24361,0.59816,1.17153,0.000569531,0.000569531,0.000569531
135,7734.1,0.92447,0.49188,0.98044,0.86934,0.84673,0.89898,0.61607,1.21733,0.61693,1.15399,0.000561279,0.000561279,0.000561279
136,7791.38,0.95035,0.49377,0.97874,0.88307,0.84351,0.89541,0.60168,1.23701,0.62281,1.15808,0.000553027,0.000553027,0.000553027
137,7848.65,0.93564,0.49977,0.98444,0.88751,0.83004,0.90085,0.62295,1.22415,0.60185,1.15917,0.000544776,0.000544776,0.000544776
138,7905.91,0.93028,0.48388,0.9853,0.87789,0.8472,0.90241,0.61794,1.26227,0.62657,1.17975,0.000536524,0.000536524,0.000536524
139,7963.16,0.91779,0.49428,0.97211,0.88248,0.85993,0.90426,0.62066,1.21626,0.60532,1.15682,0.000528272,0.000528272,0.000528272
140,8020.44,0.93061,0.49131,0.9783,0.8864,0.83607,0.90224,0.61877,1.22116,0.61301,1.16338,0.000520021,0.000520021,0.000520021
141,8077.67,0.93309,0.49098,0.98362,0.88222,0.83421,0.8939,0.60156,1.25444,0.62423,1.16834,0.000511769,0.000511769,0.000511769
142,8134.88,0.95156,0.50426,0.9954,0.88321,0.83829,0.89567,0.60865,1.22092,0.60423,1.159,0.000503517,0.000503517,0.000503517
143,8192.15,0.94662,0.4964,0.98217,0.88023,0.84935,0.89811,0.61868,1.21299,0.61243,1.16355,0.000495266,0.000495266,0.000495266
144,8249.47,0.89785,0.47316,0.96176,0.89889,0.83639,0.9008,0.61996,1.20905,0.59952,1.15345,0.000487014,0.000487014,0.000487014
145,8306.82,0.94124,0.49103,0.97648,0.88262,0.85058,0.90156,0.61938,1.21493,0.59724,1.14955,0.000478762,0.000478762,0.000478762
146,8364.09,0.90071,0.47285,0.9653,0.87338,0.84984,0.90002,0.61675,1.21038,0.60182,1.15207,0.000470511,0.000470511,0.000470511
147,8421.38,0.90118,0.47124,0.96055,0.88567,0.84614,0.90112,0.62289,1.20117,0.60344,1.14607,0.000462259,0.000462259,0.000462259
148,8478.65,0.90901,0.47873,0.96211,0.87707,0.84671,0.89693,0.61143,1.22265,0.60662,1.15902,0.000454007,0.000454007,0.000454007
149,8535.84,0.91629,0.49171,0.9816,0.89129,0.8448,0.9003,0.60455,1.23289,0.61084,1.16538,0.000445756,0.000445756,0.000445756
150,8593.13,0.88957,0.4739,0.96257,0.89,0.83253,0.8935,0.60944,1.23386,0.61111,1.16741,0.000437504,0.000437504,0.000437504
151,8650.36,0.88671,0.4617,0.95298,0.89225,0.85267,0.89595,0.6073,1.23706,0.61316,1.16935,0.000429253,0.000429253,0.000429253
152,8707.59,0.9018,0.47622,0.96933,0.89661,0.8358,0.8972,0.61286,1.22802,0.61629,1.16885,0.000421001,0.000421001,0.000421001
153,8764.76,0.89815,0.4739,0.96225,0.88242,0.85232,0.89679,0.61841,1.21685,0.59969,1.15913,0.000412749,0.000412749,0.000412749
154,8822.05,0.90793,0.47589,0.96129,0.87719,0.86405,0.90186,0.6222,1.18634,0.59188,1.15167,0.000404498,0.000404498,0.000404498
155,8879.28,0.90168,0.48169,0.96371,0.89356,0.85193,0.90337,0.62116,1.2025,0.59805,1.14904,0.000396246,0.000396246,0.000396246
156,8936.55,0.89622,0.47686,0.97002,0.87578,0.86059,0.90275,0.62303,1.20049,0.59875,1.14633,0.000387994,0.000387994,0.000387994
157,8993.74,0.872,0.4562,0.95677,0.88661,0.84799,0.90454,0.62848,1.19287,0.59181,1.14338,0.000379743,0.000379743,0.000379743
158,9051.21,0.87749,0.46038,0.95605,0.87996,0.85014,0.90257,0.62022,1.20839,0.59317,1.15572,0.000371491,0.000371491,0.000371491
159,9108.47,0.88037,0.45623,0.95292,0.87672,0.86011,0.90742,0.62695,1.21235,0.60648,1.15636,0.000363239,0.000363239,0.000363239
160,9165.7,0.86863,0.45459,0.95403,0.8738,0.85384,0.90392,0.6271,1.20113,0.59767,1.15182,0.000354988,0.000354988,0.000354988
