epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,1784.88,1.16422,0.67981,1.00575,0.88304,0.81658,0.87133,0.57437,1.20068,0.67569,1.04921,0.000346736,0.000346736,0.000346736
162,1795.9,1.17527,0.6808,1.01283,0.8818,0.81199,0.86925,0.57939,1.18719,0.66722,1.04271,0.000338484,0.000338484,0.000338484
163,1806.89,1.15356,0.67255,1.01409,0.88323,0.8116,0.87147,0.58125,1.18638,0.66638,1.04352,0.000330233,0.000330233,0.000330233
164,1817.95,1.16804,0.6807,0.99872,0.88155,0.81917,0.87212,0.57991,1.19842,0.67122,1.04975,0.000321981,0.000321981,0.000321981
165,1828.97,1.15765,0.67199,1.00244,0.86713,0.82692,0.8685,0.57869,1.18654,0.68009,1.04528,0.000313729,0.000313729,0.000313729
166,1839.95,1.15312,0.67265,1.00945,0.88123,0.82394,0.87415,0.58102,1.18591,0.67689,1.04246,0.000305478,0.000305478,0.000305478
167,1850.94,1.16243,0.68553,1.01922,0.86683,0.82587,0.87009,0.5754,1.19709,0.67124,1.04528,0.000297226,0.000297226,0.000297226
168,1861.89,1.1579,0.67885,1.01906,0.86249,0.82491,0.86852,0.56617,1.22485,0.69752,1.05772,0.000288974,0.000288974,0.000288974
169,1872.9,1.15134,0.68173,1.01006,0.88262,0.82135,0.87416,0.56521,1.24296,0.67822,1.06658,0.000280723,0.000280723,0.000280723
170,1883.92,1.18316,0.69041,1.01795,0.8648,0.84489,0.88079,0.57862,1.19173,0.67334,1.04978,0.000272471,0.000272471,0.000272471
171,1894.93,1.15822,0.67479,1.00596,0.86672,0.83566,0.87761,0.57292,1.23634,0.67971,1.05589,0.00026422,0.00026422,0.00026422
172,1905.92,1.16084,0.68633,1.01539,0.87252,0.82245,0.87805,0.58584,1.18119,0.66142,1.04337,0.000255968,0.000255968,0.000255968
173,1916.88,1.15594,0.65967,1.01082,0.87844,0.8397,0.88387,0.58222,1.19633,0.66583,1.0447,0.000247716,0.000247716,0.000247716
174,1927.9,1.16202,0.67503,1.01099,0.87773,0.823,0.8772,0.57934,1.18831,0.66086,1.04357,0.000239465,0.000239465,0.000239465
175,1938.9,1.16426,0.6777,1.01588,0.87596,0.84525,0.88207,0.58406,1.18688,0.65902,1.04103,0.000231213,0.000231213,0.000231213
176,1949.91,1.14642,0.67802,1.00478,0.8774,0.8391,0.88293,0.58407,1.19008,0.66255,1.04382,0.000222961,0.000222961,0.000222961
177,1960.87,1.13564,0.68,1.01711,0.86524,0.83425,0.8796,0.58284,1.18853,0.666,1.04563,0.00021471,0.00021471,0.00021471
178,1971.89,1.13365,0.66521,1.00207,0.86255,0.83832,0.8819,0.57708,1.20622,0.66877,1.04996,0.000206458,0.000206458,0.000206458
179,1982.86,1.15123,0.67205,1.00786,0.86341,0.83018,0.87912,0.57993,1.1907,0.66388,1.04582,0.000198206,0.000198206,0.000198206
180,1993.85,1.12597,0.65904,1.00607,0.85727,0.84058,0.87915,0.58187,1.19035,0.66873,1.04944,0.000189955,0.000189955,0.000189955
